Date,Demand
2012-02-27 00:00:00,4951.8638
2012-02-27 01:00:00,4590.0851999999995
2012-02-27 02:00:00,4406.85865
2012-02-27 03:00:00,4287.31155
2012-02-27 04:00:00,4226.895
2012-02-27 05:00:00,4182.8259
2012-02-27 06:00:00,4303.7492999999995
2012-02-27 07:00:00,4629.59695
2012-02-27 08:00:00,4997.5879
2012-02-27 09:00:00,5533.868399999999
2012-02-27 10:00:00,5834.9131
2012-02-27 11:00:00,6028.5056
2012-02-27 12:00:00,6082.640149999999
2012-02-27 13:00:00,5991.29295
2012-02-27 14:00:00,6055.1332999999995
2012-02-27 15:00:00,6122.02785
2012-02-27 16:00:00,6127.39675
2012-02-27 17:00:00,6130.1919
2012-02-27 18:00:00,6032.3279
2012-02-27 19:00:00,5810.8042000000005
2012-02-27 20:00:00,5832.6123
2012-02-27 21:00:00,5777.941650000001
2012-02-27 22:00:00,5613.9929
2012-02-27 23:00:00,5325.4238000000005
2012-02-28 00:00:00,5086.3477
2012-02-28 00:00:00,5022.5405
2012-02-28 01:00:00,4732.459699999999
2012-02-28 02:00:00,4520.59595
2012-02-28 03:00:00,4387.6455000000005
2012-02-28 04:00:00,4323.5908500000005
2012-02-28 05:00:00,4310.05785
2012-02-28 06:00:00,4402.6355
2012-02-28 07:00:00,4704.90575
2012-02-28 08:00:00,5005.8086
2012-02-28 09:00:00,5566.85035
2012-02-28 10:00:00,5930.7622
2012-02-28 11:00:00,6103.11815
2012-02-28 12:00:00,6174.00755
2012-02-28 13:00:00,6091.6438
2012-02-28 14:00:00,6169.2895499999995
2012-02-28 15:00:00,6240.291
2012-02-28 16:00:00,6227.4375
2012-02-28 17:00:00,6189.84915
2012-02-28 18:00:00,6113.1641
2012-02-28 19:00:00,5827.93995
2012-02-28 20:00:00,5848.6353
2012-02-28 21:00:00,5785.2783500000005
2012-02-28 22:00:00,5643.79295
2012-02-28 23:00:00,5377.104450000001
2012-02-29 00:00:00,5137.354
2012-02-29 00:00:00,4934.4956
2012-02-29 01:00:00,4795.2598
2012-02-29 02:00:00,4600.2705000000005
2012-02-29 03:00:00,4485.8225
2012-02-29 04:00:00,4401.823
2012-02-29 05:00:00,4347.7438999999995
2012-02-29 06:00:00,4469.9192
2012-02-29 07:00:00,4788.6672
2012-02-29 08:00:00,5074.9297
2012-02-29 09:00:00,5625.87155
2012-02-29 10:00:00,6020.990949999999
2012-02-29 11:00:00,6166.0659
2012-02-29 12:00:00,6219.50755
2012-02-29 13:00:00,6123.9863000000005
2012-02-29 14:00:00,6190.80445
2012-02-29 15:00:00,6236.3284
2012-02-29 16:00:00,6174.3435
2012-02-29 17:00:00,6151.9680499999995
2012-02-29 18:00:00,6037.44385
2012-02-29 19:00:00,5822.07885
2012-02-29 20:00:00,5834.6726
2012-02-29 21:00:00,5731.446550000001
2012-02-29 22:00:00,5556.74025
2012-02-29 23:00:00,5281.24755
2012-03-01 00:00:00,5065.313
2012-03-01 00:00:00,4894.9883
2012-03-01 01:00:00,4709.3882
2012-03-01 02:00:00,4525.319100000001
2012-03-01 03:00:00,4405.69115
2012-03-01 04:00:00,4320.86055
2012-03-01 05:00:00,4301.23755
2012-03-01 06:00:00,4393.742200000001
2012-03-01 07:00:00,4692.37545
2012-03-01 08:00:00,4972.0393
2012-03-01 09:00:00,5512.7693
2012-03-01 10:00:00,5873.393050000001
2012-03-01 11:00:00,6040.77925
2012-03-01 12:00:00,6108.41725
2012-03-01 13:00:00,6029.0066
2012-03-01 14:00:00,6115.13015
2012-03-01 15:00:00,6092.89405
2012-03-01 16:00:00,5992.2981
2012-03-01 17:00:00,5975.958500000001
2012-03-01 18:00:00,5891.614
2012-03-01 19:00:00,5681.3789
2012-03-01 20:00:00,5710.8208
2012-03-01 21:00:00,5646.501
2012-03-01 22:00:00,5484.9097
2012-03-01 23:00:00,5210.63815
2012-03-02 00:00:00,4998.1113
2012-03-02 00:00:00,4791.0156
2012-03-02 01:00:00,4686.1228
2012-03-02 02:00:00,4511.82835
2012-03-02 03:00:00,4396.7101999999995
2012-03-02 04:00:00,4322.7546
2012-03-02 05:00:00,4299.0769
2012-03-02 06:00:00,4393.9336
2012-03-02 07:00:00,4697.4497
2012-03-02 08:00:00,4977.05955
2012-03-02 09:00:00,5473.32715
2012-03-02 10:00:00,5834.9717
2012-03-02 11:00:00,5993.4541
2012-03-02 12:00:00,6065.495849999999
2012-03-02 13:00:00,5968.3401
2012-03-02 14:00:00,5970.009550000001
2012-03-02 15:00:00,5988.234399999999
2012-03-02 16:00:00,5919.394050000001
2012-03-02 17:00:00,5898.26685
2012-03-02 18:00:00,5793.90405
2012-03-02 19:00:00,5598.4624
2012-03-02 20:00:00,5632.8723
2012-03-02 21:00:00,5521.81765
2012-03-02 22:00:00,5357.44725
2012-03-02 23:00:00,5096.1167000000005
2012-03-03 00:00:00,4895.4463
2012-03-03 00:00:00,4781.1812
2012-03-03 01:00:00,4600.3664499999995
2012-03-03 02:00:00,4410.6011
2012-03-03 03:00:00,4278.74315
2012-03-03 04:00:00,4203.23095
2012-03-03 05:00:00,4178.2869
2012-03-03 06:00:00,4204.1335500000005
2012-03-03 07:00:00,4351.1609
2012-03-03 08:00:00,4490.763199999999
2012-03-03 09:00:00,4899.0964
2012-03-03 10:00:00,5204.39675
2012-03-03 11:00:00,5381.76925
2012-03-03 12:00:00,5444.7329
2012-03-03 13:00:00,5332.4287
2012-03-03 14:00:00,5279.006600000001
2012-03-03 15:00:00,5266.5761999999995
2012-03-03 16:00:00,5212.06515
2012-03-03 17:00:00,5157.6289
2012-03-03 18:00:00,5077.731449999999
2012-03-03 19:00:00,5074.7146
2012-03-03 20:00:00,5208.7158
2012-03-03 21:00:00,5232.9861
2012-03-03 22:00:00,5183.77805
2012-03-03 23:00:00,4996.2495
2012-03-04 00:00:00,4881.2393
2012-03-04 00:00:00,4811.458
2012-03-04 01:00:00,4623.2607
2012-03-04 02:00:00,4439.59765
2012-03-04 03:00:00,4309.4604500000005
2012-03-04 04:00:00,4229.3835
2012-03-04 05:00:00,4184.1626
2012-03-04 06:00:00,4197.838400000001
2012-03-04 07:00:00,4285.214599999999
2012-03-04 08:00:00,4309.70165
2012-03-04 09:00:00,4528.097400000001
2012-03-04 10:00:00,4769.4595
2012-03-04 11:00:00,4957.84375
2012-03-04 12:00:00,5013.4834
2012-03-04 13:00:00,4991.7307
2012-03-04 14:00:00,5028.3164
2012-03-04 15:00:00,5045.46385
2012-03-04 16:00:00,5035.007799999999
2012-03-04 17:00:00,4982.25635
2012-03-04 18:00:00,4949.97995
2012-03-04 19:00:00,5039.83835
2012-03-04 20:00:00,5211.615750000001
2012-03-04 21:00:00,5258.42825
2012-03-04 22:00:00,5253.4419
2012-03-04 23:00:00,5089.9998
2012-03-05 00:00:00,4916.8501
2012-03-05 00:00:00,4814.5864
2012-03-05 01:00:00,4620.7288
2012-03-05 02:00:00,4454.2554
2012-03-05 03:00:00,4327.37595
2012-03-05 04:00:00,4263.03225
2012-03-05 05:00:00,4262.10815
2012-03-05 06:00:00,4342.887699999999
2012-03-05 07:00:00,4602.889649999999
2012-03-05 08:00:00,5043.06005
2012-03-05 09:00:00,5660.558849999999
2012-03-05 10:00:00,5956.20215
2012-03-05 11:00:00,5953.376
2012-03-05 12:00:00,5957.55885
2012-03-05 13:00:00,5818.231449999999
2012-03-05 14:00:00,5879.6990000000005
2012-03-05 15:00:00,5946.9033
2012-03-05 16:00:00,5955.89945
2012-03-05 17:00:00,5991.310299999999
2012-03-05 18:00:00,5915.41185
2012-03-05 19:00:00,5732.6648000000005
2012-03-05 20:00:00,5735.2732
2012-03-05 21:00:00,5638.56935
2012-03-05 22:00:00,5465.6853
2012-03-05 23:00:00,5175.918
2012-03-06 00:00:00,4940.5742
2012-03-06 00:00:00,4983.6797
2012-03-06 01:00:00,4600.8457
2012-03-06 02:00:00,4424.04295
2012-03-06 03:00:00,4321.8357
2012-03-06 04:00:00,4246.56765
2012-03-06 05:00:00,4228.04465
2012-03-06 06:00:00,4334.22045
2012-03-06 07:00:00,4670.24515
2012-03-06 08:00:00,4980.1936000000005
2012-03-06 09:00:00,5512.900900000001
2012-03-06 10:00:00,5846.0681
2012-03-06 11:00:00,6033.24975
2012-03-06 12:00:00,6095.177
2012-03-06 13:00:00,6011.31515
2012-03-06 14:00:00,6106.6409
2012-03-06 15:00:00,6137.772199999999
2012-03-06 16:00:00,6129.657
2012-03-06 17:00:00,6161.67945
2012-03-06 18:00:00,6071.42825
2012-03-06 19:00:00,5823.8367
2012-03-06 20:00:00,5866.3039499999995
2012-03-06 21:00:00,5804.69045
2012-03-06 22:00:00,5644.6873
2012-03-06 23:00:00,5338.26315
2012-03-07 00:00:00,5102.0234
2012-03-07 00:00:00,4980.2241
2012-03-07 01:00:00,4756.668900000001
2012-03-07 02:00:00,4568.5344000000005
2012-03-07 03:00:00,4447.7270499999995
2012-03-07 04:00:00,4364.05375
2012-03-07 05:00:00,4332.76025
2012-03-07 06:00:00,4447.52175
2012-03-07 07:00:00,4761.1221000000005
2012-03-07 08:00:00,5048.0591
2012-03-07 09:00:00,5613.724099999999
2012-03-07 10:00:00,5963.97925
2012-03-07 11:00:00,6105.70975
2012-03-07 12:00:00,6153.6641
2012-03-07 13:00:00,6074.5563999999995
2012-03-07 14:00:00,6163.3181
